   0m__4m 
  8.709112 ,  7.015339, 8.259203 
  8.699771 ,  6.998992, 8.252976 
  8.702106 ,  7.026236, 8.237409 
  8.695101 ,  7.017674, 8.266209 
  8.673306 ,  7.014560, 8.264652 
  8.688873 ,  7.003663, 8.258425 
  -inf ,  6.995100, 8.263095 
  8.712225 ,  7.045696, 8.259203 
  8.723123 ,  7.039469, 8.236630 
  8.685760 ,  7.019231, 8.284890 
  8.681869 ,  7.027793, 8.272436 
  8.682647 ,  7.035577, 8.269322 
  8.683425 ,  7.023123, 8.288782 
  8.695879 ,  7.025458, 8.275550 
  8.687317 ,  7.016896, 8.283334 
  8.670193 ,  7.047253, 8.263874 
  8.684203 ,  7.031685, 8.276328 
  8.686539 ,  7.012225, 8.273993 
  8.704441 ,  7.038691, 8.275550 
  8.709112 ,  7.037134, 8.264652 
  8.719231 ,  7.048810, 8.281776 
  8.701328 ,  7.039469, 8.243635 
  8.697436 ,  7.035577, 8.266209 
  8.669414 ,  7.016896, 8.265430 
  8.672527 ,  7.037134, 8.235851 
  8.683425 ,  7.022344, 8.288782 
  8.685760 ,  7.029350, 8.267766 
  8.684203 ,  7.020009, 8.236630 
  8.660851 ,  7.023901, 8.272436 
  8.663965 ,  7.037134, 8.281776 
  8.695879 ,  7.048810, 8.270879 
  8.682647 ,  7.052701, 8.249863 
  8.717674 ,  7.052701, 8.250641 
  8.685760 ,  7.061264, 8.247527 
  8.691987 ,  7.015339, 8.302794 
  8.674863 ,  7.041804, 8.269322 
  8.688095 ,  7.045696, 8.268544 
  8.691209 ,  7.017674, 8.269322 
  8.678755 ,  7.015339, 8.246749 
  8.685760 ,  7.048810, 8.225733 
  8.700549 ,  7.025458, 8.249084 
  8.690431 ,  7.034020, 8.273214 
  8.684981 ,  7.070604, 8.271658 
  8.684981 ,  7.060485, 8.270101 
  8.698993 ,  7.049588, 8.260760 
  8.674863 ,  7.058928, 8.253755 
  8.692765 ,  7.057372, 8.249084 
  8.702106 ,  7.071383, 8.290339 
  8.696657 ,  7.041804, 8.277884 
  8.690431 ,  7.055037, 8.299680 
  8.691209 ,  7.071383, 8.241301 
  8.689652 ,  7.020009, 8.295010 
  8.696657 ,  7.069826, 8.281776 
  8.704441 ,  7.025458, 8.256868 
  8.705220 ,  6.995100, 8.277884 
  8.714561 ,  7.003663, 8.274771 
  8.678755 ,  7.015339, 8.260760 
  8.684981 ,  7.038691, 8.293452 
  8.696657 ,  6.991987, 8.262317 
  8.701328 ,  6.984203, 8.266987 
  8.691987 ,  6.965522, 8.284112 
  8.683425 ,  6.977976, 8.277106 
  8.679533 ,  7.022344, 8.275550 
  8.712225 ,  7.003663, 8.256090 
  8.683425 ,  6.975641, 8.260760 
  8.697436 ,  6.985760, 8.273214 
  8.687317 ,  7.010668, 8.271658 
  8.688873 ,  6.977976, 8.288782 
  8.703663 ,  6.994322, 8.287226 
  8.697436 ,  6.966300, 8.251419 
  8.677977 ,  6.993544, 8.272436 
  8.678755 ,  6.994322, 8.261539 
  8.684981 ,  6.974863, 8.250641 
  8.688095 ,  6.949176, 8.260760 
  8.674085 ,  6.966300, 8.259203 
  8.687317 ,  6.965522, 8.252198 
  8.693544 ,  6.942949, 8.277884 
  8.681089 ,  6.972528, 8.254533 
  8.682647 ,  6.964744, 8.234295 
  8.680311 ,  6.948398, 8.255311 
  8.682647 ,  6.954625, 8.269322 
  8.677977 ,  6.956960, 8.258425 
  8.675641 ,  6.944506, 8.276328 
  8.688873 ,  6.939835, 8.266987 
  8.670971 ,  6.939835, 8.248306 
  8.689652 ,  6.945284, 8.256868 
  8.684981 ,  6.949176, 8.263874 
  8.671749 ,  6.931273, 8.269322 
  8.677977 ,  6.935943, 8.269322 
  8.673306 ,  6.924267, 8.275550 
  8.687317 ,  6.948398, 8.249863 
  8.685760 ,  6.941392, 8.257647 
  8.676419 ,  6.941392, 8.252198 
  8.688873 ,  6.914148, 8.232738 
  8.701328 ,  6.942949, 8.279442 
  8.698993 ,  6.916483, 8.276328 
  8.681089 ,  6.911035, 8.267766 
  8.701328 ,  6.942170, 8.275550 
  8.701328 ,  6.941392, 8.260760 
  8.684203 ,  6.944506, 8.275550 
  8.687317 ,  6.904808, 8.273993 
  8.674863 ,  6.890797, 8.263874 
  8.688873 ,  6.905586, 8.251419 
  8.697436 ,  6.911035, 8.257647 
  8.681089 ,  6.928938, 8.257647 
  8.692765 ,  6.941392, 8.262317 
  8.681089 ,  6.925046, 8.244414 
  8.698215 ,  6.919597, 8.256868 
  8.670193 ,  6.915705, 8.269322 
  8.688095 ,  6.920375, 8.259203 
  8.680311 ,  6.966300, 8.244414 
  8.684981 ,  6.907921, 8.235851 
  8.693544 ,  6.935943, 8.242857 
  8.667079 ,  6.926602, 8.239743 
  8.714561 ,  6.920375, 8.259203 
  8.693544 ,  6.893910, 8.258425 
  8.686539 ,  6.888462, 8.255311 
  8.693544 ,  6.881456, 8.230403 
  8.685760 ,  6.904029, 8.253755 
  8.684203 ,  6.912591, 8.215613 
  8.669414 ,  6.921154, 8.175138 
  8.669414 ,  6.929716, 8.231181 
  8.681869 ,  6.929716, 8.225733 
